query_id,query,source_filter,result_key,doc_id,parent_id,source,title,content_preview,seen_in_modes,best_rank,relevant
drive_01,What is the Project Orion implementation plan?,google_drive,8060746ddc10fb06353168ddbcec09d7,8060746ddc10fb06353168ddbcec09d7,drive:374f88d3618e49b5c94c56402e83ce70,google_drive,09 Pilot Status and Decisions,# Pilot Status & Decisions Steering committee update | 2 September 2026 # NOVASPHERE | SYNTHETIC TEST DATA # 01 Progress # Connector configuration: complete # Schema and chunking: complete # Evaluation benchmark: in progress Executive demo: planned # Project Orion | Internal synthetic corpus # 02 Top risks # R-07 stale permissions after folder move...,"bm25,hybrid,semantic",4,1
drive_01,What is the Project Orion implementation plan?,google_drive,204096db18ac740d508705452ec59456,204096db18ac740d508705452ec59456,drive:c7fc88435486939c4338fa2c08b00dea,google_drive,08 Hybrid Search Technical Architecture,"# Hybrid Search Architecture # Project Orion technical briefing # NOVASPHERE | SYNTHETIC TEST DATA # 01 End-to-end flow Google Drive -> Airbyte -> Python preprocessing -> Vespa feed -> Hybrid retrieval -> FastAPI -> Streamlit # Project Orion | Internal synthetic corpus # 02 Retrieval design # Sparse: Vespa BM25 # Dense: Snowflake Arctic Embed XS, 3...",bm25,5,0
drive_02,What is the Project Orion pilot status?,google_drive,8060746ddc10fb06353168ddbcec09d7,8060746ddc10fb06353168ddbcec09d7,drive:374f88d3618e49b5c94c56402e83ce70,google_drive,09 Pilot Status and Decisions,# Pilot Status & Decisions Steering committee update | 2 September 2026 # NOVASPHERE | SYNTHETIC TEST DATA # 01 Progress # Connector configuration: complete # Schema and chunking: complete # Evaluation benchmark: in progress Executive demo: planned # Project Orion | Internal synthetic corpus # 02 Top risks # R-07 stale permissions after folder move...,"bm25,hybrid,semantic",1,1
drive_02,What is the Project Orion pilot status?,google_drive,00328d01f2e876dd5d19b6fef3d5bad2,00328d01f2e876dd5d19b6fef3d5bad2,drive:e53ae7b4e9fa41c5eaf453c012c53d71,google_drive,06 Project Orion Risk Register,"# Project Orion Risk Register # Review date 27 August 2026 | Risk owner: Daniel Kim # Current priority risks R-07: permission metadata may become stale after Drive folder moves; likelihood medium, impact high. R-11: scanned PDFs may produce empty text; likelihood high, impact medium. R-15: hybrid ranking weights may over-favor dense results; likeli...","bm25,hybrid,semantic",2,1
drive_02,What is the Project Orion pilot status?,google_drive,03e1c6a0b65548b7895c1912f78a9cbf,03e1c6a0b65548b7895c1912f78a9cbf,drive:df23baedd6518561f688601f790d2227,google_drive,07 Project Orion Executive Overview,# Project Orion # Enterprise search pilot | Executive overview # NOVASPHERE | SYNTHETIC TEST DATA # 01 Why Orion Employees lose time searching across Drive and Slack. Orion unifies approved content through one hybrid search experience. # Project Orion | Internal synthetic corpus # 02 Pilot scope # Sources: Google Drive and Slack # Ingestion: Airbyt...,"bm25,hybrid,semantic",2,0
drive_02,What is the Project Orion pilot status?,google_drive,8c9052f6a10d85909ea5f3f19056aa0b,8c9052f6a10d85909ea5f3f19056aa0b,drive:8b951d029006bb4fa10fbcfd958abf6e,google_drive,01 Project Orion Implementation Plan,# Project Orion Implementation Plan # NovaSphere Enterprise Search Program | Version 1.3 | 18 August 2026 # Executive summary Project Orion connects Google Drive and Slack content to a Vespa-based hybrid search service. Airbyte is the ingestion medium for Google Drive. The production pilot begins 8 September 2026 and is owned by Priya Nair. The pil...,"bm25,hybrid,semantic",3,1
drive_02,What is the Project Orion pilot status?,google_drive,6da996c20f71fc7a181dcc0564128624,6da996c20f71fc7a181dcc0564128624,drive:9c86650d9fc7bfca942b0ba5ce5b1348,google_drive,03 Search Relevance Evaluation Guide,"# Search Relevance Evaluation Guide # Evaluation protocol | Benchmark set: ORION-QA-60 # Evaluation overview Evaluation is added after ingestion and retrieval are working, but the benchmark questions should be prepared before tuning. ORION-QA-60 contains 60 synthetic queries: 25 keyword, 25 semantic, and 10 cross-document questions. # Primary metri...","hybrid,semantic",5,0
drive_02,What is the Project Orion pilot status?,google_drive,204096db18ac740d508705452ec59456,204096db18ac740d508705452ec59456,drive:c7fc88435486939c4338fa2c08b00dea,google_drive,08 Hybrid Search Technical Architecture,"# Hybrid Search Architecture # Project Orion technical briefing # NOVASPHERE | SYNTHETIC TEST DATA # 01 End-to-end flow Google Drive -> Airbyte -> Python preprocessing -> Vespa feed -> Hybrid retrieval -> FastAPI -> Streamlit # Project Orion | Internal synthetic corpus # 02 Retrieval design # Sparse: Vespa BM25 # Dense: Snowflake Arctic Embed XS, 3...",bm25,5,0
drive_03,What risks were identified for Project Orion?,google_drive,00328d01f2e876dd5d19b6fef3d5bad2,00328d01f2e876dd5d19b6fef3d5bad2,drive:e53ae7b4e9fa41c5eaf453c012c53d71,google_drive,06 Project Orion Risk Register,"# Project Orion Risk Register # Review date 27 August 2026 | Risk owner: Daniel Kim # Current priority risks R-07: permission metadata may become stale after Drive folder moves; likelihood medium, impact high. R-11: scanned PDFs may produce empty text; likelihood high, impact medium. R-15: hybrid ranking weights may over-favor dense results; likeli...","bm25,hybrid,semantic",1,1
drive_03,What risks were identified for Project Orion?,google_drive,6da996c20f71fc7a181dcc0564128624,6da996c20f71fc7a181dcc0564128624,drive:9c86650d9fc7bfca942b0ba5ce5b1348,google_drive,03 Search Relevance Evaluation Guide,"# Search Relevance Evaluation Guide # Evaluation protocol | Benchmark set: ORION-QA-60 # Evaluation overview Evaluation is added after ingestion and retrieval are working, but the benchmark questions should be prepared before tuning. ORION-QA-60 contains 60 synthetic queries: 25 keyword, 25 semantic, and 10 cross-document questions. # Primary metri...",semantic,2,0
drive_03,What risks were identified for Project Orion?,google_drive,03e1c6a0b65548b7895c1912f78a9cbf,03e1c6a0b65548b7895c1912f78a9cbf,drive:df23baedd6518561f688601f790d2227,google_drive,07 Project Orion Executive Overview,# Project Orion # Enterprise search pilot | Executive overview # NOVASPHERE | SYNTHETIC TEST DATA # 01 Why Orion Employees lose time searching across Drive and Slack. Orion unifies approved content through one hybrid search experience. # Project Orion | Internal synthetic corpus # 02 Pilot scope # Sources: Google Drive and Slack # Ingestion: Airbyt...,"bm25,hybrid,semantic",2,0
drive_03,What risks were identified for Project Orion?,google_drive,8c9052f6a10d85909ea5f3f19056aa0b,8c9052f6a10d85909ea5f3f19056aa0b,drive:8b951d029006bb4fa10fbcfd958abf6e,google_drive,01 Project Orion Implementation Plan,# Project Orion Implementation Plan # NovaSphere Enterprise Search Program | Version 1.3 | 18 August 2026 # Executive summary Project Orion connects Google Drive and Slack content to a Vespa-based hybrid search service. Airbyte is the ingestion medium for Google Drive. The production pilot begins 8 September 2026 and is owned by Priya Nair. The pil...,"bm25,hybrid,semantic",3,0
drive_03,What risks were identified for Project Orion?,google_drive,8060746ddc10fb06353168ddbcec09d7,8060746ddc10fb06353168ddbcec09d7,drive:374f88d3618e49b5c94c56402e83ce70,google_drive,09 Pilot Status and Decisions,# Pilot Status & Decisions Steering committee update | 2 September 2026 # NOVASPHERE | SYNTHETIC TEST DATA # 01 Progress # Connector configuration: complete # Schema and chunking: complete # Evaluation benchmark: in progress Executive demo: planned # Project Orion | Internal synthetic corpus # 02 Top risks # R-07 stale permissions after folder move...,"bm25,hybrid,semantic",3,1
drive_03,What risks were identified for Project Orion?,google_drive,204096db18ac740d508705452ec59456,204096db18ac740d508705452ec59456,drive:c7fc88435486939c4338fa2c08b00dea,google_drive,08 Hybrid Search Technical Architecture,"# Hybrid Search Architecture # Project Orion technical briefing # NOVASPHERE | SYNTHETIC TEST DATA # 01 End-to-end flow Google Drive -> Airbyte -> Python preprocessing -> Vespa feed -> Hybrid retrieval -> FastAPI -> Streamlit # Project Orion | Internal synthetic corpus # 02 Retrieval design # Sparse: Vespa BM25 # Dense: Snowflake Arctic Embed XS, 3...","bm25,hybrid",5,0
drive_04,Explain the hybrid search technical architecture.,google_drive,204096db18ac740d508705452ec59456,204096db18ac740d508705452ec59456,drive:c7fc88435486939c4338fa2c08b00dea,google_drive,08 Hybrid Search Technical Architecture,"# Hybrid Search Architecture # Project Orion technical briefing # NOVASPHERE | SYNTHETIC TEST DATA # 01 End-to-end flow Google Drive -> Airbyte -> Python preprocessing -> Vespa feed -> Hybrid retrieval -> FastAPI -> Streamlit # Project Orion | Internal synthetic corpus # 02 Retrieval design # Sparse: Vespa BM25 # Dense: Snowflake Arctic Embed XS, 3...","bm25,hybrid,semantic",1,1
drive_04,Explain the hybrid search technical architecture.,google_drive,8c9052f6a10d85909ea5f3f19056aa0b,8c9052f6a10d85909ea5f3f19056aa0b,drive:8b951d029006bb4fa10fbcfd958abf6e,google_drive,01 Project Orion Implementation Plan,# Project Orion Implementation Plan # NovaSphere Enterprise Search Program | Version 1.3 | 18 August 2026 # Executive summary Project Orion connects Google Drive and Slack content to a Vespa-based hybrid search service. Airbyte is the ingestion medium for Google Drive. The production pilot begins 8 September 2026 and is owned by Priya Nair. The pil...,"bm25,hybrid,semantic",2,1
drive_04,Explain the hybrid search technical architecture.,google_drive,03e1c6a0b65548b7895c1912f78a9cbf,03e1c6a0b65548b7895c1912f78a9cbf,drive:df23baedd6518561f688601f790d2227,google_drive,07 Project Orion Executive Overview,# Project Orion # Enterprise search pilot | Executive overview # NOVASPHERE | SYNTHETIC TEST DATA # 01 Why Orion Employees lose time searching across Drive and Slack. Orion unifies approved content through one hybrid search experience. # Project Orion | Internal synthetic corpus # 02 Pilot scope # Sources: Google Drive and Slack # Ingestion: Airbyt...,"bm25,hybrid,semantic",2,1
drive_04,Explain the hybrid search technical architecture.,google_drive,6da996c20f71fc7a181dcc0564128624,6da996c20f71fc7a181dcc0564128624,drive:9c86650d9fc7bfca942b0ba5ce5b1348,google_drive,03 Search Relevance Evaluation Guide,"# Search Relevance Evaluation Guide # Evaluation protocol | Benchmark set: ORION-QA-60 # Evaluation overview Evaluation is added after ingestion and retrieval are working, but the benchmark questions should be prepared before tuning. ORION-QA-60 contains 60 synthetic queries: 25 keyword, 25 semantic, and 10 cross-document questions. # Primary metri...","bm25,hybrid,semantic",4,0
drive_04,Explain the hybrid search technical architecture.,google_drive,6ccd2621b81ea7178b47e13056c3cb5c,6ccd2621b81ea7178b47e13056c3cb5c,drive:dba081a92534f676dfb691d8856e847b,google_drive,02 Google Drive Ingestion Runbook,"# Google Drive Ingestion Runbook # Operations guide | Connector: Airbyte | Dataset ID: NS-GD-2026-09 # Purpose This runbook explains how to ingest approved Google Drive files through Airbyte and feed normalized records into Vespa. The scheduled sync runs every six hours at 00:15, 06:15, 12:15, and 18:15 UTC. # Pre-run checklist Confirm the Google D...",bm25,5,0
drive_04,Explain the hybrid search technical architecture.,google_drive,2cae2b71030a34ac635da9b93a530efd,2cae2b71030a34ac635da9b93a530efd,drive:e512d9d3a8a8517c8884c4398a6c9271,google_drive,04 Information Security and Data Handling Policy,# Information Security and Data Handling Policy # Policy ID NS-SEC-014 | Effective 1 September 2026 # Classification levels Public files may be indexed without approval. Internal files may be indexed only inside the company workspace. Confidential files require the owning department approval. Restricted files must never be sent to Airbyte or Vespa....,hybrid,5,0
drive_04,Explain the hybrid search technical architecture.,google_drive,8060746ddc10fb06353168ddbcec09d7,8060746ddc10fb06353168ddbcec09d7,drive:374f88d3618e49b5c94c56402e83ce70,google_drive,09 Pilot Status and Decisions,# Pilot Status & Decisions Steering committee update | 2 September 2026 # NOVASPHERE | SYNTHETIC TEST DATA # 01 Progress # Connector configuration: complete # Schema and chunking: complete # Evaluation benchmark: in progress Executive demo: planned # Project Orion | Internal synthetic corpus # 02 Top risks # R-07 stale permissions after folder move...,semantic,5,0
github_01,Which GitHub item discusses Pinecone native hybrid RAG?,github,79d35804ae0a2417fb0caa049cc13e1c,79d35804ae0a2417fb0caa049cc13e1c,github:05a7d1b420dc5c42a9488ea624d5ea40,github,Commit 6fb02987 · HiteshAvula09/pinecone-native-hybrid-rag,Initial commit - Pinecone native hybrid RAG,"bm25,hybrid,semantic",1,1
github_01,Which GitHub item discusses Pinecone native hybrid RAG?,github,af59e840ef6d936592f0982dcb910166,af59e840ef6d936592f0982dcb910166,github:1933a5cab21cf891622980956ebf76ec,github,Document architecture and setup for Pinecone Native Hybrid RAG · HiteshAvula09/pinecone-native-hybrid-rag,"Document architecture and setup for Pinecone Native Hybrid RAG ## Description V2 of the enterprise hybrid RAG app, rebuilt to remove local ML dependencies. Uses Pinecone's hosted dense (llama-text-embed-v2) and sparse (pinecone-sparse-english-v0) models in a single hybrid index, fused via alpha weighting, with FastAPI serving retrieval + Groq-gener...","bm25,hybrid,semantic",1,1
github_01,Which GitHub item discusses Pinecone native hybrid RAG?,github,ae2494caf0f1e80912743e9211cec3af,ae2494caf0f1e80912743e9211cec3af,github:945104af87054046b80856f335304407,github,Commit 8b1d9a85 · HiteshAvula09/pinecone-native-hybrid-rag,Update README with V2 architecture and deployment,"bm25,hybrid,semantic",3,1
github_01,Which GitHub item discusses Pinecone native hybrid RAG?,github,2a6639a96a36f72af784c6a1f6717dec,2a6639a96a36f72af784c6a1f6717dec,github:8ce7d5016d59e0ae2516da92cdca6f57,github,Commit d8e4b4c0 · HiteshAvula09/pinecone-native-hybrid-rag,Add Postman API testing collection,"bm25,hybrid,semantic",4,0
github_01,Which GitHub item discusses Pinecone native hybrid RAG?,github,eaaa45e6a4bfeefd2e9f54d913936245,eaaa45e6a4bfeefd2e9f54d913936245,github:d86a9a5c4ea926eae3431afc4905b4d7,github,Commit 09587269 · HiteshAvula09/Flashcards-using-LLM,initial commit: AI flashcard generator with RAG + Groq + SM-2,"bm25,hybrid",5,0
github_01,Which GitHub item discusses Pinecone native hybrid RAG?,github,bd3554321b49d6f5458daba1afe6ed45,bd3554321b49d6f5458daba1afe6ed45,github:9c2dae85055d0b83d4937e38ecca4119,github,Commit 72c7c482 · HiteshAvula09/ConnectCareAI,Initial CareConnectAI project setup,semantic,5,0
github_02,Find the initial commit for the Pinecone hybrid RAG project.,github,79d35804ae0a2417fb0caa049cc13e1c,79d35804ae0a2417fb0caa049cc13e1c,github:05a7d1b420dc5c42a9488ea624d5ea40,github,Commit 6fb02987 · HiteshAvula09/pinecone-native-hybrid-rag,Initial commit - Pinecone native hybrid RAG,"bm25,hybrid,semantic",1,1
github_02,Find the initial commit for the Pinecone hybrid RAG project.,github,ae2494caf0f1e80912743e9211cec3af,ae2494caf0f1e80912743e9211cec3af,github:945104af87054046b80856f335304407,github,Commit 8b1d9a85 · HiteshAvula09/pinecone-native-hybrid-rag,Update README with V2 architecture and deployment,"bm25,hybrid,semantic",2,0
github_02,Find the initial commit for the Pinecone hybrid RAG project.,github,af59e840ef6d936592f0982dcb910166,af59e840ef6d936592f0982dcb910166,github:1933a5cab21cf891622980956ebf76ec,github,Document architecture and setup for Pinecone Native Hybrid RAG · HiteshAvula09/pinecone-native-hybrid-rag,"Document architecture and setup for Pinecone Native Hybrid RAG ## Description V2 of the enterprise hybrid RAG app, rebuilt to remove local ML dependencies. Uses Pinecone's hosted dense (llama-text-embed-v2) and sparse (pinecone-sparse-english-v0) models in a single hybrid index, fused via alpha weighting, with FastAPI serving retrieval + Groq-gener...","bm25,hybrid,semantic",2,0
github_02,Find the initial commit for the Pinecone hybrid RAG project.,github,eaaa45e6a4bfeefd2e9f54d913936245,eaaa45e6a4bfeefd2e9f54d913936245,github:d86a9a5c4ea926eae3431afc4905b4d7,github,Commit 09587269 · HiteshAvula09/Flashcards-using-LLM,initial commit: AI flashcard generator with RAG + Groq + SM-2,"bm25,hybrid,semantic",3,0
github_02,Find the initial commit for the Pinecone hybrid RAG project.,github,2a6639a96a36f72af784c6a1f6717dec,2a6639a96a36f72af784c6a1f6717dec,github:8ce7d5016d59e0ae2516da92cdca6f57,github,Commit d8e4b4c0 · HiteshAvula09/pinecone-native-hybrid-rag,Add Postman API testing collection,semantic,3,0
github_02,Find the initial commit for the Pinecone hybrid RAG project.,github,bd3554321b49d6f5458daba1afe6ed45,bd3554321b49d6f5458daba1afe6ed45,github:9c2dae85055d0b83d4937e38ecca4119,github,Commit 72c7c482 · HiteshAvula09/ConnectCareAI,Initial CareConnectAI project setup,"bm25,hybrid",4,0
slack_01,What happened with the payment webhook transactions?,slack,bf751631739e38c8e400ee633c9983d0,bf751631739e38c8e400ee633c9983d0,slack:8538ff47fbba5e6165c898dfc8e6d2f6,slack,Slack #C0BTQE055QA,"Quick summary of today's incident: the payment webhook from our provider started sending malformed JSON around 2pm, which caused our parser to throw unhandled exceptions and silently drop ~120 transactions. We've patched the parser to validate schema before processing and are backfilling the dropped transactions from the provider's event log. Postm...","bm25,hybrid,semantic",1,1
slack_01,What happened with the payment webhook transactions?,slack,ee5d861d8ea08bd53e719ba29ee9911c,ee5d861d8ea08bd53e719ba29ee9911c,slack:0e092c8b73c78a5d33b9398341d85fce,slack,Slack #C0BTQE055QA,The Kubernetes pod for the payments-service is stuck in CrashLoopBackOff on the staging cluster.,"bm25,hybrid,semantic",2,0
slack_01,What happened with the payment webhook transactions?,slack,24e1da7d834e8c734247a9768ea3c593,24e1da7d834e8c734247a9768ea3c593,slack:cfc647ebbe6794db1b78cdf2a608276d,slack,Slack #C0BTQE055QA,ust a heads up that some customer payments may not have gone through properly earlier today due to a data format issue on the provider's end. We're making sure everything gets reconciled.,"bm25,hybrid,semantic",2,1
slack_01,What happened with the payment webhook transactions?,slack,12baec03674b1dfa34a9ff66149e35ac,12baec03674b1dfa34a9ff66149e35ac,slack:410ee8484c4b8b42461028490ae93f01,slack,Slack #C0BT92PAGLX,The two backend engineer reqs and the designer req are live on the careers page now — please share with your networks.,"bm25,hybrid",4,0
slack_01,What happened with the payment webhook transactions?,slack,a57362a3eb870334a859010299b8b618,a57362a3eb870334a859010299b8b618,slack:5a3da66784c47034795d33181a39f781,slack,Slack #C0BTQE055QA,"Our AWS bill jumped 40% this month, mostly from unused EC2 instances in the dev account",semantic,4,0
slack_01,What happened with the payment webhook transactions?,slack,14600f87fa03198eac7a944ee4c972c2,14600f87fa03198eac7a944ee4c972c2,slack:3fe6bacb4050c5ffb645e34addfa23ca,slack,Slack #C0BT92PAGLX,"The security audit findings came back — two medium-severity issues in the auth service, tickets are filed.",semantic,5,0
slack_01,What happened with the payment webhook transactions?,slack,4186c9ee2488818e5380d2d8fb2d8077,4186c9ee2488818e5380d2d8fb2d8077,slack:32fb769577879435239a7f623c58dba2,slack,Slack #C0BTQE055QA,Getting a 401 Unauthorized error when calling the /api/v2/users endpoint with a valid JWT token.,"bm25,hybrid",5,0
slack_02,Why were some payment transactions dropped?,slack,bf751631739e38c8e400ee633c9983d0,bf751631739e38c8e400ee633c9983d0,slack:8538ff47fbba5e6165c898dfc8e6d2f6,slack,Slack #C0BTQE055QA,"Quick summary of today's incident: the payment webhook from our provider started sending malformed JSON around 2pm, which caused our parser to throw unhandled exceptions and silently drop ~120 transactions. We've patched the parser to validate schema before processing and are backfilling the dropped transactions from the provider's event log. Postm...","bm25,hybrid,semantic",1,1
slack_02,Why were some payment transactions dropped?,slack,24e1da7d834e8c734247a9768ea3c593,24e1da7d834e8c734247a9768ea3c593,slack:cfc647ebbe6794db1b78cdf2a608276d,slack,Slack #C0BTQE055QA,ust a heads up that some customer payments may not have gone through properly earlier today due to a data format issue on the provider's end. We're making sure everything gets reconciled.,"bm25,hybrid,semantic",2,1
slack_02,Why were some payment transactions dropped?,slack,4a79a0a2db0dd3a368e324a2b0c2286f,4a79a0a2db0dd3a368e324a2b0c2286f,slack:3e59b26ba8a454a51259078e8dacdab8,slack,Slack #C0BT92PAGLX,"Escalation from Acme Corp — search results were stale for 2 hours after their last sync, investigating root cause now.","bm25,hybrid",3,0
slack_02,Why were some payment transactions dropped?,slack,ee5d861d8ea08bd53e719ba29ee9911c,ee5d861d8ea08bd53e719ba29ee9911c,slack:0e092c8b73c78a5d33b9398341d85fce,slack,Slack #C0BTQE055QA,The Kubernetes pod for the payments-service is stuck in CrashLoopBackOff on the staging cluster.,"bm25,hybrid,semantic",3,0
slack_02,Why were some payment transactions dropped?,slack,a57362a3eb870334a859010299b8b618,a57362a3eb870334a859010299b8b618,slack:5a3da66784c47034795d33181a39f781,slack,Slack #C0BTQE055QA,"Our AWS bill jumped 40% this month, mostly from unused EC2 instances in the dev account","hybrid,semantic",4,0
slack_02,Why were some payment transactions dropped?,slack,d9f46d44abbefe90e645ec884836fb95,d9f46d44abbefe90e645ec884836fb95,slack:4b324a6be365d56e069a13c0218bfe4e,slack,Slack #C0BTQE055QA,"The end-of-day reports have been taking forever to generate this week, sometimes over a minute.",semantic,5,0
slack_03,What issue affected the payments service?,slack,14600f87fa03198eac7a944ee4c972c2,14600f87fa03198eac7a944ee4c972c2,slack:3fe6bacb4050c5ffb645e34addfa23ca,slack,Slack #C0BT92PAGLX,"The security audit findings came back — two medium-severity issues in the auth service, tickets are filed.","bm25,hybrid,semantic",1,0
slack_03,What issue affected the payments service?,slack,ee5d861d8ea08bd53e719ba29ee9911c,ee5d861d8ea08bd53e719ba29ee9911c,slack:0e092c8b73c78a5d33b9398341d85fce,slack,Slack #C0BTQE055QA,The Kubernetes pod for the payments-service is stuck in CrashLoopBackOff on the staging cluster.,"bm25,hybrid,semantic",1,1
slack_03,What issue affected the payments service?,slack,bf751631739e38c8e400ee633c9983d0,bf751631739e38c8e400ee633c9983d0,slack:8538ff47fbba5e6165c898dfc8e6d2f6,slack,Slack #C0BTQE055QA,"Quick summary of today's incident: the payment webhook from our provider started sending malformed JSON around 2pm, which caused our parser to throw unhandled exceptions and silently drop ~120 transactions. We've patched the parser to validate schema before processing and are backfilling the dropped transactions from the provider's event log. Postm...","bm25,hybrid,semantic",1,1
slack_03,What issue affected the payments service?,slack,24e1da7d834e8c734247a9768ea3c593,24e1da7d834e8c734247a9768ea3c593,slack:cfc647ebbe6794db1b78cdf2a608276d,slack,Slack #C0BTQE055QA,ust a heads up that some customer payments may not have gone through properly earlier today due to a data format issue on the provider's end. We're making sure everything gets reconciled.,"bm25,hybrid,semantic",2,1
