query_id,query,source_filter,mode,rank,result_key,doc_id,parent_id,source,title,content_preview,relevance_score,query_latency_ms
slack_01,What happened with the payment webhook transactions?,slack,hybrid,1,bf751631739e38c8e400ee633c9983d0,bf751631739e38c8e400ee633c9983d0,slack:8538ff47fbba5e6165c898dfc8e6d2f6,slack,Slack #C0BTQE055QA,"Quick summary of today's incident: the payment webhook from our provider started sending malformed JSON around 2pm, which caused our parser to throw unhandled exceptions and silently drop ~120 transactions. We've patched the parser to validate schema before processing and are backfilling the dropped transactions from the provider's event log. Postm...",1.3736233370949769,47.37
slack_01,What happened with the payment webhook transactions?,slack,hybrid,2,ee5d861d8ea08bd53e719ba29ee9911c,ee5d861d8ea08bd53e719ba29ee9911c,slack:0e092c8b73c78a5d33b9398341d85fce,slack,Slack #C0BTQE055QA,The Kubernetes pod for the payments-service is stuck in CrashLoopBackOff on the staging cluster.,0.9623645226414159,47.37
slack_01,What happened with the payment webhook transactions?,slack,hybrid,3,24e1da7d834e8c734247a9768ea3c593,24e1da7d834e8c734247a9768ea3c593,slack:cfc647ebbe6794db1b78cdf2a608276d,slack,Slack #C0BTQE055QA,ust a heads up that some customer payments may not have gone through properly earlier today due to a data format issue on the provider's end. We're making sure everything gets reconciled.,0.9114097307076023,47.37
slack_01,What happened with the payment webhook transactions?,slack,hybrid,4,12baec03674b1dfa34a9ff66149e35ac,12baec03674b1dfa34a9ff66149e35ac,slack:410ee8484c4b8b42461028490ae93f01,slack,Slack #C0BT92PAGLX,The two backend engineer reqs and the designer req are live on the careers page now — please share with your networks.,0.7218286647732837,47.37
slack_01,What happened with the payment webhook transactions?,slack,hybrid,5,4186c9ee2488818e5380d2d8fb2d8077,4186c9ee2488818e5380d2d8fb2d8077,slack:32fb769577879435239a7f623c58dba2,slack,Slack #C0BTQE055QA,Getting a 401 Unauthorized error when calling the /api/v2/users endpoint with a valid JWT token.,0.7178267940193972,47.37
slack_02,Why were some payment transactions dropped?,slack,bm25,1,bf751631739e38c8e400ee633c9983d0,bf751631739e38c8e400ee633c9983d0,slack:8538ff47fbba5e6165c898dfc8e6d2f6,slack,Slack #C0BTQE055QA,"Quick summary of today's incident: the payment webhook from our provider started sending malformed JSON around 2pm, which caused our parser to throw unhandled exceptions and silently drop ~120 transactions. We've patched the parser to validate schema before processing and are backfilling the dropped transactions from the provider's event log. Postm...",10.62763836333443,38.26
slack_02,Why were some payment transactions dropped?,slack,bm25,2,24e1da7d834e8c734247a9768ea3c593,24e1da7d834e8c734247a9768ea3c593,slack:cfc647ebbe6794db1b78cdf2a608276d,slack,Slack #C0BTQE055QA,ust a heads up that some customer payments may not have gone through properly earlier today due to a data format issue on the provider's end. We're making sure everything gets reconciled.,6.597265267769042,38.26
slack_02,Why were some payment transactions dropped?,slack,bm25,3,4a79a0a2db0dd3a368e324a2b0c2286f,4a79a0a2db0dd3a368e324a2b0c2286f,slack:3e59b26ba8a454a51259078e8dacdab8,slack,Slack #C0BT92PAGLX,"Escalation from Acme Corp — search results were stale for 2 hours after their last sync, investigating root cause now.",3.9884842097772824,38.26
slack_02,Why were some payment transactions dropped?,slack,bm25,4,ee5d861d8ea08bd53e719ba29ee9911c,ee5d861d8ea08bd53e719ba29ee9911c,slack:0e092c8b73c78a5d33b9398341d85fce,slack,Slack #C0BTQE055QA,The Kubernetes pod for the payments-service is stuck in CrashLoopBackOff on the staging cluster.,3.838250450985599,38.26
slack_02,Why were some payment transactions dropped?,slack,semantic,1,bf751631739e38c8e400ee633c9983d0,bf751631739e38c8e400ee633c9983d0,slack:8538ff47fbba5e6165c898dfc8e6d2f6,slack,Slack #C0BTQE055QA,"Quick summary of today's incident: the payment webhook from our provider started sending malformed JSON around 2pm, which caused our parser to throw unhandled exceptions and silently drop ~120 transactions. We've patched the parser to validate schema before processing and are backfilling the dropped transactions from the provider's event log. Postm...",0.5575474753782071,47.42
slack_02,Why were some payment transactions dropped?,slack,semantic,2,24e1da7d834e8c734247a9768ea3c593,24e1da7d834e8c734247a9768ea3c593,slack:cfc647ebbe6794db1b78cdf2a608276d,slack,Slack #C0BTQE055QA,ust a heads up that some customer payments may not have gone through properly earlier today due to a data format issue on the provider's end. We're making sure everything gets reconciled.,0.5383809893134233,47.42
slack_02,Why were some payment transactions dropped?,slack,semantic,3,ee5d861d8ea08bd53e719ba29ee9911c,ee5d861d8ea08bd53e719ba29ee9911c,slack:0e092c8b73c78a5d33b9398341d85fce,slack,Slack #C0BTQE055QA,The Kubernetes pod for the payments-service is stuck in CrashLoopBackOff on the staging cluster.,0.516441694626954,47.42
slack_02,Why were some payment transactions dropped?,slack,semantic,4,a57362a3eb870334a859010299b8b618,a57362a3eb870334a859010299b8b618,slack:5a3da66784c47034795d33181a39f781,slack,Slack #C0BTQE055QA,"Our AWS bill jumped 40% this month, mostly from unused EC2 instances in the dev account",0.5096567462332305,47.42
slack_02,Why were some payment transactions dropped?,slack,semantic,5,d9f46d44abbefe90e645ec884836fb95,d9f46d44abbefe90e645ec884836fb95,slack:4b324a6be365d56e069a13c0218bfe4e,slack,Slack #C0BTQE055QA,"The end-of-day reports have been taking forever to generate this week, sometimes over a minute.",0.5038328225297639,47.42
slack_02,Why were some payment transactions dropped?,slack,hybrid,1,bf751631739e38c8e400ee633c9983d0,bf751631739e38c8e400ee633c9983d0,slack:8538ff47fbba5e6165c898dfc8e6d2f6,slack,Slack #C0BTQE055QA,"Quick summary of today's incident: the payment webhook from our provider started sending malformed JSON around 2pm, which caused our parser to throw unhandled exceptions and silently drop ~120 transactions. We've patched the parser to validate schema before processing and are backfilling the dropped transactions from the provider's event log. Postm...",1.290519685130357,67.24
slack_02,Why were some payment transactions dropped?,slack,hybrid,2,24e1da7d834e8c734247a9768ea3c593,24e1da7d834e8c734247a9768ea3c593,slack:cfc647ebbe6794db1b78cdf2a608276d,slack,Slack #C0BTQE055QA,ust a heads up that some customer payments may not have gone through properly earlier today due to a data format issue on the provider's end. We're making sure everything gets reconciled.,1.0934011978524985,67.24
slack_02,Why were some payment transactions dropped?,slack,hybrid,3,ee5d861d8ea08bd53e719ba29ee9911c,ee5d861d8ea08bd53e719ba29ee9911c,slack:0e092c8b73c78a5d33b9398341d85fce,slack,Slack #C0BTQE055QA,The Kubernetes pod for the payments-service is stuck in CrashLoopBackOff on the staging cluster.,0.8775373381641155,67.24
slack_02,Why were some payment transactions dropped?,slack,hybrid,4,4a79a0a2db0dd3a368e324a2b0c2286f,4a79a0a2db0dd3a368e324a2b0c2286f,slack:3e59b26ba8a454a51259078e8dacdab8,slack,Slack #C0BT92PAGLX,"Escalation from Acme Corp — search results were stale for 2 hours after their last sync, investigating root cause now.",0.8350023599673237,67.24
slack_02,Why were some payment transactions dropped?,slack,hybrid,5,a57362a3eb870334a859010299b8b618,a57362a3eb870334a859010299b8b618,slack:5a3da66784c47034795d33181a39f781,slack,Slack #C0BTQE055QA,"Our AWS bill jumped 40% this month, mostly from unused EC2 instances in the dev account",0.5717943990490604,67.24
slack_03,What issue affected the payments service?,slack,bm25,1,14600f87fa03198eac7a944ee4c972c2,14600f87fa03198eac7a944ee4c972c2,slack:3fe6bacb4050c5ffb645e34addfa23ca,slack,Slack #C0BT92PAGLX,"The security audit findings came back — two medium-severity issues in the auth service, tickets are filed.",8.04384177260699,53.16
slack_03,What issue affected the payments service?,slack,bm25,2,ee5d861d8ea08bd53e719ba29ee9911c,ee5d861d8ea08bd53e719ba29ee9911c,slack:0e092c8b73c78a5d33b9398341d85fce,slack,Slack #C0BTQE055QA,The Kubernetes pod for the payments-service is stuck in CrashLoopBackOff on the staging cluster.,7.964169419007922,53.16
slack_03,What issue affected the payments service?,slack,bm25,3,24e1da7d834e8c734247a9768ea3c593,24e1da7d834e8c734247a9768ea3c593,slack:cfc647ebbe6794db1b78cdf2a608276d,slack,Slack #C0BTQE055QA,ust a heads up that some customer payments may not have gone through properly earlier today due to a data format issue on the provider's end. We're making sure everything gets reconciled.,6.574034159796124,53.16
slack_03,What issue affected the payments service?,slack,bm25,4,bf751631739e38c8e400ee633c9983d0,bf751631739e38c8e400ee633c9983d0,slack:8538ff47fbba5e6165c898dfc8e6d2f6,slack,Slack #C0BTQE055QA,"Quick summary of today's incident: the payment webhook from our provider started sending malformed JSON around 2pm, which caused our parser to throw unhandled exceptions and silently drop ~120 transactions. We've patched the parser to validate schema before processing and are backfilling the dropped transactions from the provider's event log. Postm...",2.8951547919379617,53.16
slack_03,What issue affected the payments service?,slack,bm25,5,1d4299e6b066faf107ff08bab45d7051,1d4299e6b066faf107ff08bab45d7051,slack:32d94342850762d5e905471995e113ab,slack,Slack #C0BTQE055QA,"Heads up, the containers for the billing app keep restarting in a loop on the test environment.",0.8427669210831098,53.16
slack_03,What issue affected the payments service?,slack,semantic,1,bf751631739e38c8e400ee633c9983d0,bf751631739e38c8e400ee633c9983d0,slack:8538ff47fbba5e6165c898dfc8e6d2f6,slack,Slack #C0BTQE055QA,"Quick summary of today's incident: the payment webhook from our provider started sending malformed JSON around 2pm, which caused our parser to throw unhandled exceptions and silently drop ~120 transactions. We've patched the parser to validate schema before processing and are backfilling the dropped transactions from the provider's event log. Postm...",0.5506654799968067,60.04
slack_03,What issue affected the payments service?,slack,semantic,2,24e1da7d834e8c734247a9768ea3c593,24e1da7d834e8c734247a9768ea3c593,slack:cfc647ebbe6794db1b78cdf2a608276d,slack,Slack #C0BTQE055QA,ust a heads up that some customer payments may not have gone through properly earlier today due to a data format issue on the provider's end. We're making sure everything gets reconciled.,0.5448633887688202,60.04
slack_03,What issue affected the payments service?,slack,semantic,3,ee5d861d8ea08bd53e719ba29ee9911c,ee5d861d8ea08bd53e719ba29ee9911c,slack:0e092c8b73c78a5d33b9398341d85fce,slack,Slack #C0BTQE055QA,The Kubernetes pod for the payments-service is stuck in CrashLoopBackOff on the staging cluster.,0.5317268742871406,60.04
slack_03,What issue affected the payments service?,slack,semantic,4,14600f87fa03198eac7a944ee4c972c2,14600f87fa03198eac7a944ee4c972c2,slack:3fe6bacb4050c5ffb645e34addfa23ca,slack,Slack #C0BT92PAGLX,"The security audit findings came back — two medium-severity issues in the auth service, tickets are filed.",0.5175311577609065,60.04
slack_03,What issue affected the payments service?,slack,semantic,5,bb618a320fbe46d8af048ad2fcdcd934,bb618a320fbe46d8af048ad2fcdcd934,slack:6c593fe9221e88ead4fac2d02aec989d,slack,Slack #C0BT92PAGLX,"Root cause confirmed for the Acme Corp escalation — ingest queue backlog. Fixed, and added a monitoring alert for it.",0.5140614417133768,60.04
slack_03,What issue affected the payments service?,slack,hybrid,1,ee5d861d8ea08bd53e719ba29ee9911c,ee5d861d8ea08bd53e719ba29ee9911c,slack:0e092c8b73c78a5d33b9398341d85fce,slack,Slack #C0BTQE055QA,The Kubernetes pod for the payments-service is stuck in CrashLoopBackOff on the staging cluster.,1.1352102091961487,50.77
slack_03,What issue affected the payments service?,slack,hybrid,2,24e1da7d834e8c734247a9768ea3c593,24e1da7d834e8c734247a9768ea3c593,slack:cfc647ebbe6794db1b78cdf2a608276d,slack,Slack #C0BTQE055QA,ust a heads up that some customer payments may not have gone through properly earlier today due to a data format issue on the provider's end. We're making sure everything gets reconciled.,1.1088479059485585,50.77
slack_03,What issue affected the payments service?,slack,hybrid,3,14600f87fa03198eac7a944ee4c972c2,14600f87fa03198eac7a944ee4c972c2,slack:3fe6bacb4050c5ffb645e34addfa23ca,slack,Slack #C0BT92PAGLX,"The security audit findings came back — two medium-severity issues in the auth service, tickets are filed.",1.0977682347543776,50.77
slack_03,What issue affected the payments service?,slack,hybrid,4,bf751631739e38c8e400ee633c9983d0,bf751631739e38c8e400ee633c9983d0,slack:8538ff47fbba5e6165c898dfc8e6d2f6,slack,Slack #C0BTQE055QA,"Quick summary of today's incident: the payment webhook from our provider started sending malformed JSON around 2pm, which caused our parser to throw unhandled exceptions and silently drop ~120 transactions. We've patched the parser to validate schema before processing and are backfilling the dropped transactions from the provider's event log. Postm...",0.9062062575529468,50.77
slack_03,What issue affected the payments service?,slack,hybrid,5,bb618a320fbe46d8af048ad2fcdcd934,bb618a320fbe46d8af048ad2fcdcd934,slack:6c593fe9221e88ead4fac2d02aec989d,slack,Slack #C0BT92PAGLX,"Root cause confirmed for the Acme Corp escalation — ingest queue backlog. Fixed, and added a monitoring alert for it.",0.6309934156612514,50.77
drive_01,What is the Project Orion implementation plan?,google_drive,bm25,1,8c9052f6a10d85909ea5f3f19056aa0b,8c9052f6a10d85909ea5f3f19056aa0b,drive:8b951d029006bb4fa10fbcfd958abf6e,google_drive,01 Project Orion Implementation Plan,# Project Orion Implementation Plan # NovaSphere Enterprise Search Program | Version 1.3 | 18 August 2026 # Executive summary Project Orion connects Google Drive and Slack content to a Vespa-based hybrid search service. Airbyte is the ingestion medium for Google Drive. The production pilot begins 8 September 2026 and is owned by Priya Nair. The pil...,15.669152806409691,46.78
drive_01,What is the Project Orion implementation plan?,google_drive,bm25,2,03e1c6a0b65548b7895c1912f78a9cbf,03e1c6a0b65548b7895c1912f78a9cbf,drive:df23baedd6518561f688601f790d2227,google_drive,07 Project Orion Executive Overview,# Project Orion # Enterprise search pilot | Executive overview # NOVASPHERE | SYNTHETIC TEST DATA # 01 Why Orion Employees lose time searching across Drive and Slack. Orion unifies approved content through one hybrid search experience. # Project Orion | Internal synthetic corpus # 02 Pilot scope # Sources: Google Drive and Slack # Ingestion: Airbyt...,8.701827769911395,46.78
drive_01,What is the Project Orion implementation plan?,google_drive,bm25,3,00328d01f2e876dd5d19b6fef3d5bad2,00328d01f2e876dd5d19b6fef3d5bad2,drive:e53ae7b4e9fa41c5eaf453c012c53d71,google_drive,06 Project Orion Risk Register,"# Project Orion Risk Register # Review date 27 August 2026 | Risk owner: Daniel Kim # Current priority risks R-07: permission metadata may become stale after Drive folder moves; likelihood medium, impact high. R-11: scanned PDFs may produce empty text; likelihood high, impact medium. R-15: hybrid ranking weights may over-favor dense results; likeli...",6.233639559809355,46.78
drive_01,What is the Project Orion implementation plan?,google_drive,bm25,4,8060746ddc10fb06353168ddbcec09d7,8060746ddc10fb06353168ddbcec09d7,drive:374f88d3618e49b5c94c56402e83ce70,google_drive,09 Pilot Status and Decisions,# Pilot Status & Decisions Steering committee update | 2 September 2026 # NOVASPHERE | SYNTHETIC TEST DATA # 01 Progress # Connector configuration: complete # Schema and chunking: complete # Evaluation benchmark: in progress Executive demo: planned # Project Orion | Internal synthetic corpus # 02 Top risks # R-07 stale permissions after folder move...,5.910359545064712,46.78
drive_01,What is the Project Orion implementation plan?,google_drive,bm25,5,204096db18ac740d508705452ec59456,204096db18ac740d508705452ec59456,drive:c7fc88435486939c4338fa2c08b00dea,google_drive,08 Hybrid Search Technical Architecture,"# Hybrid Search Architecture # Project Orion technical briefing # NOVASPHERE | SYNTHETIC TEST DATA # 01 End-to-end flow Google Drive -> Airbyte -> Python preprocessing -> Vespa feed -> Hybrid retrieval -> FastAPI -> Streamlit # Project Orion | Internal synthetic corpus # 02 Retrieval design # Sparse: Vespa BM25 # Dense: Snowflake Arctic Embed XS, 3...",5.153151720243622,46.78
drive_01,What is the Project Orion implementation plan?,google_drive,semantic,1,6da996c20f71fc7a181dcc0564128624,6da996c20f71fc7a181dcc0564128624,drive:9c86650d9fc7bfca942b0ba5ce5b1348,google_drive,03 Search Relevance Evaluation Guide,"# Search Relevance Evaluation Guide # Evaluation protocol | Benchmark set: ORION-QA-60 # Evaluation overview Evaluation is added after ingestion and retrieval are working, but the benchmark questions should be prepared before tuning. ORION-QA-60 contains 60 synthetic queries: 25 keyword, 25 semantic, and 10 cross-document questions. # Primary metri...",0.5463368163097828,50.8
drive_01,What is the Project Orion implementation plan?,google_drive,semantic,2,8c9052f6a10d85909ea5f3f19056aa0b,8c9052f6a10d85909ea5f3f19056aa0b,drive:8b951d029006bb4fa10fbcfd958abf6e,google_drive,01 Project Orion Implementation Plan,# Project Orion Implementation Plan # NovaSphere Enterprise Search Program | Version 1.3 | 18 August 2026 # Executive summary Project Orion connects Google Drive and Slack content to a Vespa-based hybrid search service. Airbyte is the ingestion medium for Google Drive. The production pilot begins 8 September 2026 and is owned by Priya Nair. The pil...,0.5395141706221507,50.8
drive_01,What is the Project Orion implementation plan?,google_drive,semantic,3,00328d01f2e876dd5d19b6fef3d5bad2,00328d01f2e876dd5d19b6fef3d5bad2,drive:e53ae7b4e9fa41c5eaf453c012c53d71,google_drive,06 Project Orion Risk Register,"# Project Orion Risk Register # Review date 27 August 2026 | Risk owner: Daniel Kim # Current priority risks R-07: permission metadata may become stale after Drive folder moves; likelihood medium, impact high. R-11: scanned PDFs may produce empty text; likelihood high, impact medium. R-15: hybrid ranking weights may over-favor dense results; likeli...",0.5346924383560704,50.8
drive_01,What is the Project Orion implementation plan?,google_drive,semantic,4,8060746ddc10fb06353168ddbcec09d7,8060746ddc10fb06353168ddbcec09d7,drive:374f88d3618e49b5c94c56402e83ce70,google_drive,09 Pilot Status and Decisions,# Pilot Status & Decisions Steering committee update | 2 September 2026 # NOVASPHERE | SYNTHETIC TEST DATA # 01 Progress # Connector configuration: complete # Schema and chunking: complete # Evaluation benchmark: in progress Executive demo: planned # Project Orion | Internal synthetic corpus # 02 Top risks # R-07 stale permissions after folder move...,0.5272288103188274,50.8
drive_01,What is the Project Orion implementation plan?,google_drive,semantic,5,03e1c6a0b65548b7895c1912f78a9cbf,03e1c6a0b65548b7895c1912f78a9cbf,drive:df23baedd6518561f688601f790d2227,google_drive,07 Project Orion Executive Overview,# Project Orion # Enterprise search pilot | Executive overview # NOVASPHERE | SYNTHETIC TEST DATA # 01 Why Orion Employees lose time searching across Drive and Slack. Orion unifies approved content through one hybrid search experience. # Project Orion | Internal synthetic corpus # 02 Pilot scope # Sources: Google Drive and Slack # Ingestion: Airbyt...,0.5254358571610761,50.8
drive_01,What is the Project Orion implementation plan?,google_drive,hybrid,1,8c9052f6a10d85909ea5f3f19056aa0b,8c9052f6a10d85909ea5f3f19056aa0b,drive:8b951d029006bb4fa10fbcfd958abf6e,google_drive,01 Project Orion Implementation Plan,# Project Orion Implementation Plan # NovaSphere Enterprise Search Program | Version 1.3 | 18 August 2026 # Executive summary Project Orion connects Google Drive and Slack content to a Vespa-based hybrid search service. Airbyte is the ingestion medium for Google Drive. The production pilot begins 8 September 2026 and is owned by Priya Nair. The pil...,1.3568142969378214,39.51
drive_01,What is the Project Orion implementation plan?,google_drive,hybrid,2,03e1c6a0b65548b7895c1912f78a9cbf,03e1c6a0b65548b7895c1912f78a9cbf,drive:df23baedd6518561f688601f790d2227,google_drive,07 Project Orion Executive Overview,# Project Orion # Enterprise search pilot | Executive overview # NOVASPHERE | SYNTHETIC TEST DATA # 01 Why Orion Employees lose time searching across Drive and Slack. Orion unifies approved content through one hybrid search experience. # Project Orion | Internal synthetic corpus # 02 Pilot scope # Sources: Google Drive and Slack # Ingestion: Airbyt...,1.1458505027779333,39.51
drive_01,What is the Project Orion implementation plan?,google_drive,hybrid,3,00328d01f2e876dd5d19b6fef3d5bad2,00328d01f2e876dd5d19b6fef3d5bad2,drive:e53ae7b4e9fa41c5eaf453c012c53d71,google_drive,06 Project Orion Risk Register,"# Project Orion Risk Register # Review date 27 August 2026 | Risk owner: Daniel Kim # Current priority risks R-07: permission metadata may become stale after Drive folder moves; likelihood medium, impact high. R-11: scanned PDFs may produce empty text; likelihood high, impact medium. R-15: hybrid ranking weights may over-favor dense results; likeli...",1.066046865570739,39.51
drive_01,What is the Project Orion implementation plan?,google_drive,hybrid,4,8060746ddc10fb06353168ddbcec09d7,8060746ddc10fb06353168ddbcec09d7,drive:374f88d3618e49b5c94c56402e83ce70,google_drive,09 Pilot Status and Decisions,# Pilot Status & Decisions Steering committee update | 2 September 2026 # NOVASPHERE | SYNTHETIC TEST DATA # 01 Progress # Connector configuration: complete # Schema and chunking: complete # Evaluation benchmark: in progress Executive demo: planned # Project Orion | Internal synthetic corpus # 02 Top risks # R-07 stale permissions after folder move...,1.029259890375558,39.51
drive_01,What is the Project Orion implementation plan?,google_drive,hybrid,5,6da996c20f71fc7a181dcc0564128624,6da996c20f71fc7a181dcc0564128624,drive:9c86650d9fc7bfca942b0ba5ce5b1348,google_drive,03 Search Relevance Evaluation Guide,"# Search Relevance Evaluation Guide # Evaluation protocol | Benchmark set: ORION-QA-60 # Evaluation overview Evaluation is added after ingestion and retrieval are working, but the benchmark questions should be prepared before tuning. ORION-QA-60 contains 60 synthetic queries: 25 keyword, 25 semantic, and 10 cross-document questions. # Primary metri...",0.9550754457954906,39.51
drive_02,What is the Project Orion pilot status?,google_drive,bm25,1,8060746ddc10fb06353168ddbcec09d7,8060746ddc10fb06353168ddbcec09d7,drive:374f88d3618e49b5c94c56402e83ce70,google_drive,09 Pilot Status and Decisions,# Pilot Status & Decisions Steering committee update | 2 September 2026 # NOVASPHERE | SYNTHETIC TEST DATA # 01 Progress # Connector configuration: complete # Schema and chunking: complete # Evaluation benchmark: in progress Executive demo: planned # Project Orion | Internal synthetic corpus # 02 Top risks # R-07 stale permissions after folder move...,12.517365462185182,40.06
drive_02,What is the Project Orion pilot status?,google_drive,bm25,2,03e1c6a0b65548b7895c1912f78a9cbf,03e1c6a0b65548b7895c1912f78a9cbf,drive:df23baedd6518561f688601f790d2227,google_drive,07 Project Orion Executive Overview,# Project Orion # Enterprise search pilot | Executive overview # NOVASPHERE | SYNTHETIC TEST DATA # 01 Why Orion Employees lose time searching across Drive and Slack. Orion unifies approved content through one hybrid search experience. # Project Orion | Internal synthetic corpus # 02 Pilot scope # Sources: Google Drive and Slack # Ingestion: Airbyt...,11.287130005372411,40.06
drive_02,What is the Project Orion pilot status?,google_drive,bm25,3,8c9052f6a10d85909ea5f3f19056aa0b,8c9052f6a10d85909ea5f3f19056aa0b,drive:8b951d029006bb4fa10fbcfd958abf6e,google_drive,01 Project Orion Implementation Plan,# Project Orion Implementation Plan # NovaSphere Enterprise Search Program | Version 1.3 | 18 August 2026 # Executive summary Project Orion connects Google Drive and Slack content to a Vespa-based hybrid search service. Airbyte is the ingestion medium for Google Drive. The production pilot begins 8 September 2026 and is owned by Priya Nair. The pil...,9.603834711364762,40.06
drive_02,What is the Project Orion pilot status?,google_drive,bm25,4,00328d01f2e876dd5d19b6fef3d5bad2,00328d01f2e876dd5d19b6fef3d5bad2,drive:e53ae7b4e9fa41c5eaf453c012c53d71,google_drive,06 Project Orion Risk Register,"# Project Orion Risk Register # Review date 27 August 2026 | Risk owner: Daniel Kim # Current priority risks R-07: permission metadata may become stale after Drive folder moves; likelihood medium, impact high. R-11: scanned PDFs may produce empty text; likelihood high, impact medium. R-15: hybrid ranking weights may over-favor dense results; likeli...",7.6789498854980724,40.06
drive_02,What is the Project Orion pilot status?,google_drive,bm25,5,204096db18ac740d508705452ec59456,204096db18ac740d508705452ec59456,drive:c7fc88435486939c4338fa2c08b00dea,google_drive,08 Hybrid Search Technical Architecture,"# Hybrid Search Architecture # Project Orion technical briefing # NOVASPHERE | SYNTHETIC TEST DATA # 01 End-to-end flow Google Drive -> Airbyte -> Python preprocessing -> Vespa feed -> Hybrid retrieval -> FastAPI -> Streamlit # Project Orion | Internal synthetic corpus # 02 Retrieval design # Sparse: Vespa BM25 # Dense: Snowflake Arctic Embed XS, 3...",5.153151720243622,40.06
drive_02,What is the Project Orion pilot status?,google_drive,semantic,1,8060746ddc10fb06353168ddbcec09d7,8060746ddc10fb06353168ddbcec09d7,drive:374f88d3618e49b5c94c56402e83ce70,google_drive,09 Pilot Status and Decisions,# Pilot Status & Decisions Steering committee update | 2 September 2026 # NOVASPHERE | SYNTHETIC TEST DATA # 01 Progress # Connector configuration: complete # Schema and chunking: complete # Evaluation benchmark: in progress Executive demo: planned # Project Orion | Internal synthetic corpus # 02 Top risks # R-07 stale permissions after folder move...,0.5555808693257206,37.78
